application_id,candidate_id,job_id,referred,gender,ethnicity,education_level,age,university_rank,years_experience,ai_screening,recruiter_id,rec_screening,rec_gender,rec_ethnicity,rec_age,rec_education_level,rec_university_rank,tech_interview_score,tech_screening,management_screening
74,37,14,0,Male,Asian,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
75,38,15,0,Female,Other,PhD,33,Tier 3,8,0,0,,,,,,,,,
76,38,16,1,Female,Other,PhD,33,Tier 3,8,0,0,,,,,,,,,
77,39,17,1,Other,Asian,Bachelor,23,Tier 2,0,1,0,0,,,,,,,,
78,39,18,0,Other,Asian,Bachelor,23,Tier 2,0,1,0,0,,,,,,,,
79,40,19,0,Male,Asian,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
80,40,20,1,Male,Asian,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
81,41,1,1,Male,White,Bachelor,44,Tier 2,12,0,0,,,,,,,,,
82,41,2,1,Male,White,Bachelor,44,Tier 2,12,0,0,,,,,,,,,
83,42,3,0,Female,Asian,Bachelor,43,Tier 2,9,0,0,,,,,,,,,
84,42,4,1,Female,Asian,Bachelor,43,Tier 2,9,0,0,,,,,,,,,
85,43,5,0,Male,White,Bachelor,22,Tier 3,1,1,0,0,,,,,,,,
86,43,6,0,Male,White,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
87,44,7,1,Prefer not to say,Black,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
88,44,8,0,Prefer not to say,Black,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
89,45,9,0,Female,Asian,Bachelor,22,Tier 1,0,0,0,,,,,,,,,
90,45,10,0,Female,Asian,Bachelor,22,Tier 1,0,0,0,,,,,,,,,
91,46,11,0,Male,Hispanic,PhD,53,Tier 3,7,0,0,,,,,,,,,
92,46,12,0,Male,Hispanic,PhD,53,Tier 3,7,0,0,,,,,,,,,
93,47,13,0,Female,Other,Bachelor,48,Tier 3,7,1,3,1,Female,White,46,Master,Tier 1,79,0,
94,47,14,0,Female,Other,Bachelor,48,Tier 3,7,0,0,,,,,,,,,
95,48,15,0,Female,Prefer not to say,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
96,48,16,0,Female,Prefer not to say,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
97,49,17,0,Male,White,Bachelor,22,Tier 3,0,1,0,0,,,,,,,,
98,49,18,0,Male,White,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
99,50,19,0,Male,Hispanic,Bachelor,45,Tier 2,8,0,0,,,,,,,,,
100,50,20,0,Male,Hispanic,Bachelor,45,Tier 2,8,0,0,,,,,,,,,
101,51,1,1,Male,Prefer not to say,Bachelor,38,Tier 3,3,1,0,0,,,,,,,,
102,51,2,0,Male,Prefer not to say,Bachelor,38,Tier 3,3,0,0,,,,,,,,,
103,52,3,1,Male,White,Bachelor,21,Tier 3,0,1,0,0,,,,,,,,
104,52,4,0,Male,White,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
105,53,5,0,Male,Prefer not to say,Bachelor,25,Tier 2,2,0,0,,,,,,,,,
106,53,6,0,Male,Prefer not to say,Bachelor,25,Tier 2,2,0,0,,,,,,,,,
107,54,7,0,Male,Hispanic,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
108,54,8,0,Male,Hispanic,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
109,55,9,1,Prefer not to say,Hispanic,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
110,55,10,0,Prefer not to say,Hispanic,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
111,56,11,0,Female,Other,Master,25,Tier 3,3,0,0,,,,,,,,,
112,56,12,1,Female,Other,Master,25,Tier 3,3,0,0,,,,,,,,,
113,57,13,0,Prefer not to say,Prefer not to say,Bachelor,45,Tier 3,8,0,0,,,,,,,,,
114,57,14,1,Prefer not to say,Prefer not to say,Bachelor,45,Tier 3,8,0,0,,,,,,,,,
115,58,15,1,Male,Black,Master,24,Tier 2,0,0,0,,,,,,,,,
116,58,16,0,Male,Black,Master,24,Tier 2,0,0,0,,,,,,,,,
117,59,17,0,Female,Black,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
118,59,18,0,Female,Black,Bachelor,23,Tier 2,0,1,0,0,,,,,,,,
119,60,19,0,Female,Hispanic,Bachelor,45,Tier 2,10,0,0,,,,,,,,,
120,60,20,0,Female,Hispanic,Bachelor,45,Tier 2,10,0,0,,,,,,,,,
121,61,1,1,Female,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
122,61,2,0,Female,White,Bachelor,23,Tier 3,0,1,5,1,Male,Black,53,Master,Tier 1,78,0,
123,62,3,0,Male,Asian,Bachelor,23,Tier 1,0,0,0,,,,,,,,,
124,62,4,0,Male,Asian,Bachelor,23,Tier 1,0,0,0,,,,,,,,,
125,63,5,0,Female,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
126,63,6,1,Female,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
127,64,7,0,Female,Hispanic,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
128,64,8,1,Female,Hispanic,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
129,65,9,0,Female,Other,Bachelor,35,Tier 3,4,1,0,0,,,,,,,,
130,65,10,1,Female,Other,Bachelor,35,Tier 3,4,0,0,,,,,,,,,
131,66,11,0,Prefer not to say,Black,Bachelor,54,Tier 3,9,0,0,,,,,,,,,
132,66,12,0,Prefer not to say,Black,Bachelor,54,Tier 3,9,0,0,,,,,,,,,
133,67,13,0,Female,Asian,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
134,67,14,1,Female,Asian,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
135,68,15,0,Female,Hispanic,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
136,68,16,1,Female,Hispanic,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
137,69,17,1,Other,Hispanic,Bachelor,50,Tier 3,5,0,0,,,,,,,,,
138,69,18,0,Other,Hispanic,Bachelor,50,Tier 3,5,0,0,,,,,,,,,
139,70,19,0,Male,Asian,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
140,70,20,1,Male,Asian,Bachelor,22,Tier 2,0,1,0,0,,,,,,,,
141,71,1,0,Other,Other,Bachelor,54,Tier 3,5,0,0,,,,,,,,,
142,71,2,0,Other,Other,Bachelor,54,Tier 3,5,0,0,,,,,,,,,
143,72,3,0,Male,White,Master,39,Tier 2,12,0,0,,,,,,,,,
144,72,4,0,Male,White,Master,39,Tier 2,12,0,0,,,,,,,,,
145,73,5,0,Male,Prefer not to say,Master,26,Tier 3,4,1,0,0,,,,,,,,
146,73,6,0,Male,Prefer not to say,Master,26,Tier 3,4,0,0,,,,,,,,,
147,74,7,1,Female,Hispanic,Master,49,Tier 3,12,0,0,,,,,,,,,
148,74,8,0,Female,Hispanic,Master,49,Tier 3,12,0,0,,,,,,,,,
149,75,9,0,Male,Black,Bachelor,21,Tier 2,0,1,0,0,,,,,,,,
150,75,10,0,Male,Black,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
151,76,11,0,Prefer not to say,Hispanic,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
152,76,12,1,Prefer not to say,Hispanic,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
153,77,13,0,Male,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
154,77,14,0,Male,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
155,78,15,0,Male,White,Bachelor,52,Tier 3,6,0,0,,,,,,,,,
156,78,16,0,Male,White,Bachelor,52,Tier 3,6,0,0,,,,,,,,,
157,79,17,1,Female,Other,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
158,79,18,0,Female,Other,Bachelor,23,Tier 3,0,1,0,0,,,,,,,,
159,80,19,1,Male,Prefer not to say,Bachelor,21,Tier 2,0,1,0,0,,,,,,,,
160,80,20,0,Male,Prefer not to say,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
161,81,1,0,Male,White,Master,24,Tier 3,0,1,0,0,,,,,,,,
162,81,2,0,Male,White,Master,24,Tier 3,0,0,0,,,,,,,,,
163,82,3,1,Male,Hispanic,Master,28,Tier 2,2,0,0,,,,,,,,,
164,82,4,0,Male,Hispanic,Master,28,Tier 2,2,0,0,,,,,,,,,
165,83,5,0,Female,Black,Master,27,Tier 3,5,0,0,,,,,,,,,
166,83,6,1,Female,Black,Master,27,Tier 3,5,0,0,,,,,,,,,
167,84,7,1,Male,Asian,Master,26,Tier 3,5,1,0,0,,,,,,,,
168,84,8,0,Male,Asian,Master,26,Tier 3,5,0,0,,,,,,,,,
169,85,9,1,Prefer not to say,Black,Master,21,Tier 3,0,0,0,,,,,,,,,
170,85,10,1,Prefer not to say,Black,Master,21,Tier 3,0,0,0,,,,,,,,,
171,86,11,1,Male,White,Bachelor,41,Tier 3,8,0,0,,,,,,,,,
172,86,12,1,Male,White,Bachelor,41,Tier 3,8,0,0,,,,,,,,,
173,87,13,1,Female,Other,Master,24,Tier 2,2,0,0,,,,,,,,,
174,87,14,0,Female,Other,Master,24,Tier 2,2,1,9,1,Female,Hispanic,53,Master,Tier 2,73,0,
175,88,15,0,Male,Hispanic,Master,24,Tier 2,0,0,0,,,,,,,,,
176,88,16,0,Male,Hispanic,Master,24,Tier 2,0,0,0,,,,,,,,,
177,89,17,0,Female,Hispanic,Bachelor,49,Tier 3,10,0,0,,,,,,,,,
178,89,18,0,Female,Hispanic,Bachelor,49,Tier 3,10,0,0,,,,,,,,,
179,90,19,1,Female,Prefer not to say,Bachelor,26,Tier 2,4,0,0,,,,,,,,,
180,90,20,0,Female,Prefer not to say,Bachelor,26,Tier 2,4,0,0,,,,,,,,,
181,91,1,0,Prefer not to say,Prefer not to say,Bachelor,29,Tier 2,3,0,0,,,,,,,,,
182,91,2,0,Prefer not to say,Prefer not to say,Bachelor,29,Tier 2,3,0,0,,,,,,,,,
183,92,3,0,Female,Black,PhD,39,Tier 2,7,0,0,,,,,,,,,
184,92,4,0,Female,Black,PhD,39,Tier 2,7,0,0,,,,,,,,,
185,93,5,0,Male,Hispanic,Bachelor,34,Tier 3,8,0,0,,,,,,,,,
186,93,6,0,Male,Hispanic,Bachelor,34,Tier 3,8,1,0,0,,,,,,,,
187,94,7,1,Female,Black,Master,47,Tier 3,7,0,0,,,,,,,,,
188,94,8,1,Female,Black,Master,47,Tier 3,7,0,0,,,,,,,,,
189,95,9,0,Other,Black,Bachelor,23,Tier 3,0,1,0,0,,,,,,,,
190,95,10,0,Other,Black,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
191,96,11,1,Male,Black,Master,24,Tier 3,0,1,3,1,Female,White,46,Master,Tier 1,83,0,
192,96,12,0,Male,Black,Master,24,Tier 3,0,0,0,,,,,,,,,
193,97,13,0,Male,White,Bachelor,21,Tier 3,1,0,0,,,,,,,,,
194,97,14,0,Male,White,Bachelor,21,Tier 3,1,0,0,,,,,,,,,
195,98,15,0,Other,Hispanic,Master,24,Tier 2,0,0,0,,,,,,,,,
196,98,16,0,Other,Hispanic,Master,24,Tier 2,0,0,0,,,,,,,,,
197,99,17,1,Female,White,Bachelor,37,Tier 2,4,0,0,,,,,,,,,
198,99,18,1,Female,White,Bachelor,37,Tier 2,4,0,0,,,,,,,,,
199,100,19,0,Female,Black,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
200,100,20,0,Female,Black,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
201,101,1,1,Female,White,Bachelor,35,Tier 3,8,1,0,0,,,,,,,,
202,101,2,1,Female,White,Bachelor,35,Tier 3,8,0,0,,,,,,,,,
203,102,3,0,Male,Hispanic,PhD,50,Tier 3,5,1,0,0,,,,,,,,
204,102,4,0,Male,Hispanic,PhD,50,Tier 3,5,0,0,,,,,,,,,
205,103,5,0,Male,Asian,Master,27,Tier 3,5,1,3,1,Female,White,46,Master,Tier 1,69,0,
206,103,6,0,Male,Asian,Master,27,Tier 3,5,0,0,,,,,,,,,
207,104,7,0,Male,Black,Bachelor,23,Tier 2,1,0,0,,,,,,,,,
208,104,8,1,Male,Black,Bachelor,23,Tier 2,1,1,2,1,Male,White,49,Bachelor,Tier 1,54,0,
209,105,9,0,Prefer not to say,Prefer not to say,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
210,105,10,0,Prefer not to say,Prefer not to say,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
211,106,11,0,Female,Hispanic,Bachelor,49,Tier 3,8,0,0,,,,,,,,,
212,106,12,1,Female,Hispanic,Bachelor,49,Tier 3,8,0,0,,,,,,,,,
213,107,13,0,Female,Prefer not to say,Master,25,Tier 3,0,0,0,,,,,,,,,
214,107,14,0,Female,Prefer not to say,Master,25,Tier 3,0,0,0,,,,,,,,,
215,108,15,0,Male,White,Master,24,Tier 3,0,1,2,1,Male,White,49,Bachelor,Tier 1,67,0,
216,108,16,0,Male,White,Master,24,Tier 3,0,0,0,,,,,,,,,
217,109,17,0,Male,Prefer not to say,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
218,109,18,1,Male,Prefer not to say,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
219,110,19,1,Female,Black,Bachelor,48,Tier 3,7,0,0,,,,,,,,,
220,110,20,0,Female,Black,Bachelor,48,Tier 3,7,0,0,,,,,,,,,
221,111,1,0,Female,Black,Master,25,Tier 3,2,0,0,,,,,,,,,
222,111,2,1,Female,Black,Master,25,Tier 3,2,0,0,,,,,,,,,
223,112,3,1,Male,Hispanic,Bachelor,23,Tier 2,2,0,0,,,,,,,,,
224,112,4,0,Male,Hispanic,Bachelor,23,Tier 2,2,0,0,,,,,,,,,
225,113,5,0,Female,Other,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
226,113,6,0,Female,Other,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
227,114,7,0,Female,Black,Master,25,Tier 3,3,1,0,0,,,,,,,,
228,114,8,1,Female,Black,Master,25,Tier 3,3,0,0,,,,,,,,,
229,115,9,0,Prefer not to say,Hispanic,Bachelor,36,Tier 1,5,0,0,,,,,,,,,
230,115,10,1,Prefer not to say,Hispanic,Bachelor,36,Tier 1,5,1,8,1,Male,Other,51,Bachelor,Tier 2,80,1,1
231,116,11,1,Prefer not to say,White,Bachelor,36,Tier 2,4,0,0,,,,,,,,,
232,116,12,0,Prefer not to say,White,Bachelor,36,Tier 2,4,0,0,,,,,,,,,
233,117,13,0,Female,Prefer not to say,Bachelor,35,Tier 2,4,0,0,,,,,,,,,
234,117,14,0,Female,Prefer not to say,Bachelor,35,Tier 2,4,0,0,,,,,,,,,
235,118,15,0,Male,Hispanic,Bachelor,23,Tier 3,0,1,0,0,,,,,,,,
236,118,16,0,Male,Hispanic,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
237,119,17,0,Prefer not to say,Hispanic,Bachelor,22,Tier 3,1,1,0,0,,,,,,,,
238,119,18,1,Prefer not to say,Hispanic,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
239,120,19,0,Other,Hispanic,Bachelor,55,Tier 2,6,0,0,,,,,,,,,
240,120,20,1,Other,Hispanic,Bachelor,55,Tier 2,6,1,7,1,Female,Asian,49,PhD,Tier 3,79,0,
241,121,1,1,Female,Asian,Bachelor,23,Tier 3,0,1,0,0,,,,,,,,
242,121,2,0,Female,Asian,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
243,122,3,1,Male,Black,Master,28,Tier 2,4,0,0,,,,,,,,,
244,122,4,1,Male,Black,Master,28,Tier 2,4,0,0,,,,,,,,,
245,123,5,0,Male,Black,Bachelor,41,Tier 3,7,0,0,,,,,,,,,
246,123,6,0,Male,Black,Bachelor,41,Tier 3,7,0,0,,,,,,,,,
247,124,7,0,Male,White,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
248,124,8,0,Male,White,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
249,125,9,0,Female,Prefer not to say,PhD,52,Tier 2,10,0,0,,,,,,,,,
250,125,10,0,Female,Prefer not to say,PhD,52,Tier 2,10,0,0,,,,,,,,,
251,126,11,1,Female,Asian,Bachelor,37,Tier 2,7,0,0,,,,,,,,,
252,126,12,1,Female,Asian,Bachelor,37,Tier 2,7,0,0,,,,,,,,,
253,127,13,1,Male,Asian,Master,51,Tier 3,12,1,0,0,,,,,,,,
254,127,14,0,Male,Asian,Master,51,Tier 3,12,0,0,,,,,,,,,
255,128,15,0,Male,Other,Bachelor,21,Tier 3,0,1,0,0,,,,,,,,
256,128,16,1,Male,Other,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
257,129,17,1,Male,Hispanic,Master,25,Tier 1,1,0,0,,,,,,,,,
258,129,18,1,Male,Hispanic,Master,25,Tier 1,1,1,0,0,,,,,,,,
259,130,19,0,Male,Asian,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
260,130,20,1,Male,Asian,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
261,131,1,0,Other,Asian,Bachelor,32,Tier 3,8,0,0,,,,,,,,,
262,131,2,0,Other,Asian,Bachelor,32,Tier 3,8,0,0,,,,,,,,,
263,132,3,1,Prefer not to say,White,Bachelor,55,Tier 3,9,1,0,0,,,,,,,,
264,132,4,0,Prefer not to say,White,Bachelor,55,Tier 3,9,0,0,,,,,,,,,
265,133,5,0,Male,Asian,Bachelor,23,Tier 3,2,0,0,,,,,,,,,
266,133,6,0,Male,Asian,Bachelor,23,Tier 3,2,0,0,,,,,,,,,
267,134,7,1,Male,White,PhD,29,Tier 2,2,0,0,,,,,,,,,
268,134,8,0,Male,White,PhD,29,Tier 2,2,0,0,,,,,,,,,
269,135,9,0,Female,Prefer not to say,Master,24,Tier 3,0,0,0,,,,,,,,,
270,135,10,1,Female,Prefer not to say,Master,24,Tier 3,0,0,0,,,,,,,,,
271,136,11,0,Female,Black,Bachelor,23,Tier 2,0,1,0,0,,,,,,,,
272,136,12,0,Female,Black,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
273,137,13,0,Male,Other,Bachelor,21,Tier 3,1,0,0,,,,,,,,,
274,137,14,0,Male,Other,Bachelor,21,Tier 3,1,0,0,,,,,,,,,
275,138,15,1,Female,Asian,Bachelor,52,Tier 3,8,0,0,,,,,,,,,
276,138,16,0,Female,Asian,Bachelor,52,Tier 3,8,0,0,,,,,,,,,
277,139,17,0,Female,White,Master,34,Tier 3,3,0,0,,,,,,,,,
278,139,18,0,Female,White,Master,34,Tier 3,3,0,0,,,,,,,,,
279,140,19,0,Female,Hispanic,Bachelor,28,Tier 3,2,1,0,0,,,,,,,,
280,140,20,1,Female,Hispanic,Bachelor,28,Tier 3,2,0,0,,,,,,,,,
281,141,1,0,Female,White,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
282,141,2,1,Female,White,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
283,142,3,0,Male,Hispanic,Master,27,Tier 3,3,0,0,,,,,,,,,
284,142,4,0,Male,Hispanic,Master,27,Tier 3,3,1,3,1,Female,White,46,Master,Tier 1,84,0,
285,143,5,0,Female,Black,Bachelor,21,Tier 2,0,1,0,0,,,,,,,,
286,143,6,0,Female,Black,Bachelor,21,Tier 2,0,1,0,0,,,,,,,,
287,144,7,0,Other,White,Bachelor,21,Tier 3,0,1,0,0,,,,,,,,
288,144,8,0,Other,White,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
289,145,9,0,Female,White,Bachelor,23,Tier 3,1,1,0,0,,,,,,,,
290,145,10,0,Female,White,Bachelor,23,Tier 3,1,0,0,,,,,,,,,
291,146,11,1,Male,Asian,Bachelor,22,Tier 3,2,1,1,1,Female,Hispanic,47,Bachelor,Tier 3,78,0,
292,146,12,1,Male,Asian,Bachelor,22,Tier 3,2,0,0,,,,,,,,,
293,147,13,0,Male,Asian,Bachelor,21,Tier 3,1,1,0,0,,,,,,,,
294,147,14,0,Male,Asian,Bachelor,21,Tier 3,1,1,0,0,,,,,,,,
295,148,15,1,Female,Asian,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
296,148,16,1,Female,Asian,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
297,149,17,0,Male,Hispanic,PhD,30,Tier 3,5,1,0,0,,,,,,,,
298,149,18,1,Male,Hispanic,PhD,30,Tier 3,5,0,0,,,,,,,,,
299,150,19,0,Female,Hispanic,Master,44,Tier 3,9,0,0,,,,,,,,,
300,150,20,0,Female,Hispanic,Master,44,Tier 3,9,0,0,,,,,,,,,
301,151,1,0,Male,Black,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
302,151,2,1,Male,Black,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
303,152,3,1,Prefer not to say,White,Bachelor,22,Tier 3,2,0,0,,,,,,,,,
304,152,4,0,Prefer not to say,White,Bachelor,22,Tier 3,2,0,0,,,,,,,,,
305,153,5,0,Female,Hispanic,Bachelor,34,Tier 1,5,0,0,,,,,,,,,
306,153,6,0,Female,Hispanic,Bachelor,34,Tier 1,5,0,0,,,,,,,,,
307,154,7,0,Male,Other,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
